,name,address,cuisine,lat,lon,image_url,rating,coordinates,square_i,square_j
0,,[TEST] - A-One,"[""Kids Friendly"", ""Comfort Foods""]",1.266722218,103.6909192,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDJJTWFC8BAAN/hero/ed23415108cf443cbef236240022b33c_1609316584543864459.jpeg,,"[1.266722218, 103.6909192]",1,2
1,,[Test] Fish & Co.,"[""Fish & Chips""]",1.267965,103.693351,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T2GYAJBEVFJN/hero/b02243bc1d9a41dab4e36acac5e38582_1621835390039050970.jpeg,,"[1.267965, 103.693351]",1,2
2,Asahi Seafood,[TEST] - Diana's Food Store (Team Testing),"[""Local"", ""Salad"", ""Soup""]",1.26802,103.69486,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYTECY3VNNC3JJ/hero/a974ac9d74d441aabb45a9cd1999a61f_1620269339226708444.jpg,,"[1.26802, 103.69486]",1,2
3,,[Test] Shake Shack,"[""Burger"", ""Fast Food"", ""Western""]",1.266722218,103.6909192,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZLVCKMHNYTXNX/hero/fb13b30f07f44b1d89e621388eb3980f_1608176571645945916.jpeg,,"[1.266722218, 103.6909192]",1,2
4,,[Test] The Coffee Bean & Tea Leaf - KK Hospital,"[""Coffee & Tea""]",1.266722218,103.6909192,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZKKR7K2JJ22NT/hero/2fed0425240a41fa8f190234f9d6206a_1620704615302955402.jpeg,,"[1.266722218, 103.6909192]",1,2
5,,CBTL Test Store - Classic,"[""Singaporean"", ""Kids Friendly""]",1.267965,103.693351,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYNANF42AEVAVA/hero/a4de9be766714496935a972417d44f85_1596008385365821067.jpeg,,"[1.267965, 103.693351]",1,2
6,Food Village,[BD] [TEST] Kimly Seafood,"[""Singaporean""]",1.266722218,103.6909192,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYVBC2NTTGNUNN/hero/f87e70f43e2848dd8a34e1b7ab2a5f54_1609316062948506172.jpg,,"[1.266722218, 103.6909192]",1,2
7,Chocoelf,Chocoelf - Jurong Food Hub,"[""Dessert"", ""Gifts"", ""Snack"", ""Mart"", ""Chocolate""]",1.308686,103.721884,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2MBJ3K1LNCXR2/hero/e43722893a834ce1a94cfe3a5a48ce2e_1616294376234611915.png,,"[1.308686, 103.721884]",2,3
8,Don Play Play,Don Play Play - Jurong Food Hub - Catering  ,"[""Catering"", ""Beverages"", ""Japanese""]",1.30888,103.72181,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZNZCP3KGXNXA6/hero/bef624492383461786fdd37e5f5ca2e2_1599624801621684553.jpeg,,"[1.30888, 103.72181]",2,3
9,Hai Sia Seafood,Hai Sia Seafood - Fishery Port Road ,"[""Groceries"", ""Seafood"", ""Mart"", ""Fresh Produce"", ""Islandwide Delivery""]",1.30876,103.72311,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JHBEC2R4JYGJ/hero/ded5434d37a94fc9ba96fb4e00a2d3e9_1610772270364584724.jpeg,5.0,"[1.30876, 103.72311]",2,3
10,Asyura Paste,Asyura Paste - Jurong Food Hub ,"[""Asian"", ""Groceries"", ""Halal"", ""Mart"", ""Islandwide Delivery""]",1.308686,103.721884,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NZNF6YLTL3PE/hero/02cbcaf83374412ea0ad73c0f3675f36_1619685683418968147.jpeg,,"[1.308686, 103.721884]",2,3
11,Pan Seas Enterprises Pte Ltd,Pan Seas Enterprises Pte Ltd - Fishery Port Road,"[""Groceries"", ""Halal"", ""Mart""]",1.3078374,103.7229856,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZM1EYTZCXUJNJ/hero/707689a0254449b8aa18ebd716efd815_1611549804227044452.jpg,4.0,"[1.3078374, 103.7229856]",2,3
12,Makan Mate,Makan Mate - Fishery Port Road Catering ,"[""Asian"", ""Catering"", ""Local""]",1.30812,103.72292,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZNDL4BYARJYVT/hero/abcb39701a684891bf1431067ce0ff98_1598364430451589029.png,,"[1.30812, 103.72292]",2,3
13,Hay Tasty,Hay Tasty - Penjuru Road,"[""Breakfast & Brunch"", ""Dessert"", ""Local""]",1.30567778468441,103.731341788716,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2MBHECJHFCJVE/hero/cab43cb181504eadbf642cb53f48fd9f_1616216351092718711.jpeg,2.0,"[1.30567778468441, 103.731341788716]",2,3
14,Yue Zi Le Confinement Catering,Yue Zi Le Confinement Catering - Jurong Food Hub,"[""Same Prices In-Store"", ""Chinese"", ""Local"", ""Catering""]",1.30888,103.72181,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEGNRKDHBKBFA/hero/11a5dd69ef6e400ea8ad08e7fed47d8e_1588663926728313316.jpg,,"[1.30888, 103.72181]",2,3
15,Pondok Abang,Pondok Abang - Jurong Food Hub [Islandwide Delivery],"[""Convenience"", ""Groceries"", ""Frozen Food""]",1.308775,103.72183,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LHNJCGBFWEGT/hero/fe24c9c6ebd34199a1ca00be3aef4d92_1615219407854896318.png,5.0,"[1.308775, 103.72183]",2,3
16,Fupi Beancurd Skin Crisps,Fupi Beancurd Skin Crisps - Gul Way ,"[""Convenience"", ""Snack"", ""Mart"", ""Islandwide Delivery""]",1.31261,103.67072,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TVNAXFPE4ZVA/hero/98c9709662b14c529949d100f53ad68a_1622107705690787549.jpeg,,"[1.31261, 103.67072]",3,1
17,GJH Mart,GJH Mart - Gul Ave,"[""Mart"", ""Health & Wellness"", ""Convenience""]",1.3159448,103.6751247,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2EAGGLXLPBYNT/hero/9ab756c69de84feabbfb12baba881cac_1609825622726320547.png,,"[1.3159448, 103.6751247]",3,1
18,Japanese Korean Food,Japanese Korean Food - 60 Gul Lane,"[""Asian"", ""Ramen"", ""Japanese"", ""Same Prices In-Store""]",1.3143283672938606,103.66213205245585,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYT3AJMJTB6TLJ/hero/75r-24bits-100kb-e1f528a784ec0224db4919f3f1a4f824260f4052cf24206fa65618949d36db93-c7f15486a2654a0189f048a046185ac5_1564391442600223883.jpeg,2.8,"[1.3143283672938606, 103.66213205245585]",3,1
19,Confetti Snacks,Confetti Snacks - Gul Way,"[""Snacks"", ""Mart""]",1.315848,103.669942,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2AYRXVBLANFTT/hero/a012d168518c4ad58445aee68ae831a8_1611545021958372343.jpg,,"[1.315848, 103.669942]",3,1
20,Umami Food,Umami Food - Gul Lane,"[""Japanese"", ""Korean"", ""Rice""]",1.314247,103.662172,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DCDA4JKFE2AJ/hero/ce38cf562a9f48e2b497137742e143a8_1606218348645183647.jpg,4.1,"[1.314247, 103.662172]",3,1
21,Kidmoro,Kidmoro - Tuas Ave 1 ,"[""Kids Friendly"", ""Mart"", ""Islandwide Delivery""]",1.32167,103.65992,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TVNK62ELN3KE/hero/830ff1f57be344d9b260d899d876b3f5_1621262798293171871.jpg,,"[1.32167, 103.65992]",3,1
22,Cheers (FairPrice Xpress),Cheers (FairPrice Xpress) - Gul Circle MRT Station,"[""Mart"", ""Groceries"", ""Beverages"", ""Convenience""]",1.3191759833333334,103.65988645,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JDLJTERKVANT/hero/92ddd8fa07a045e4adb1f62280745d91_1621875390424526268.jpg,5.0,"[1.3191759833333334, 103.65988645]",3,1
23,No 3,No 3 - Joo Koon Circle,"[""Beverages"", ""Asian"", ""Indian"", ""Same Prices In-Store""]",1.3275169,103.6774702,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEBSB5JVJ5JEE/hero/d31e854b1e0b464c94e87684e3363138_1588178774195150971.jpg,5.0,"[1.3275169, 103.6774702]",3,1
24,Bun Times,Bun Times - Fairprice Hub,"[""Mart"", ""Local"", ""Snacks"", ""Asian"", ""Bakery""]",1.3271958,103.6784974,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD07304/hero/Bun_Times_Group_Shot_960x540.jpg,4.3,"[1.3271958, 103.6784974]",3,1
25,AA Restaurant,AA Restaurant - JTC Space - Tuas,"[""Indian"", ""Coffee & Tea""]",1.3213164,103.66129216666668,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJEVB6KWBDUCA/hero/1a557cefcd1840289ba38f5210a75e63_1611712817848752877.jpeg,4.2,"[1.3213164, 103.66129216666668]",3,1
26,Nandhana's North and South Indian Restaurant,Nandhana's North and South Indian Restaurant - Fairprice Hub,"[""Indian"", ""Islandwide Delivery""]",1.3272323879402703,103.67851635928348,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYMZRGBENP3DC2/hero/57c58baaa6204fc78bccf6c5f4d2d42b_1601295495128391385.jpeg,4.2,"[1.3272323879402703, 103.67851635928348]",3,1
27,Mixed Veg. Rice,Kimly Mixed Rice - Joo Koon Road,"[""Local"", ""Chinese""]",1.32546,103.669345,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZD2C6MYNJTGTJ/hero/5b87c7b6fa994b82b79a57d899d7a428_1593484932439033999.jpeg,3.0,"[1.32546, 103.669345]",3,1
28,Prata On the Go,Prata On the Go - Benoi Road,"[""Indian""]",1.3271322768,103.6782269,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD10744/hero/78632677c91845c18367a065a7bb170a_1564646468658400981.jpeg,3.5,"[1.3271322768, 103.6782269]",3,1
29,Toast Box,Toast Box - Joo Koon,"[""Beverages"", ""Local"", ""Coffee"", ""Sandwiches"", ""Tea""]",1.3272108,103.6786733,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYTWUBCGAKJGGE/hero/6dbc31773bab4c98b77e011266a34315_1616571651454398190.jpeg,4.3,"[1.3272108, 103.6786733]",3,1
30,Hanguk Kitchen,Hanguk Kitchen - Fairprice Hub,"[""Asian"", ""Korean"", ""Beverages"", ""Soup""]",1.32741112192275,103.67837103459,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NCAPWXR742FE/hero/ba7f85a975b147b6a40c1097bf433868_1622391037670438985.jpeg,,"[1.32741112192275, 103.67837103459]",3,1
31,Flavour Of Chang An,Flavour Of Chang An - Knife Shaved Noodle - Benoi Road,"[""Chinese"", ""Noodles""]",1.32713102,103.6781788,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYXHCJNAGENWWA/hero/958e72fdfcd6462d8ed7ec632a605581_1568712183590135513.jpg,4.2,"[1.32713102, 103.6781788]",3,1
32,Pearl's Court - Zi Char,Pearl's Court - Benoi Place,"[""Seafood"", ""Local"", ""Chinese""]",1.3133173780278895,103.67940215565808,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD02431/hero/upload-photo-Hero_Photo_c4aba1d092c54f78b29684827d50e24c_1555989476779375075.jpeg,4.1,"[1.3133173780278895, 103.67940215565808]",3,2
33,Nandhana's,Nandhana's - Fairprice Hub ,"[""Asian"", ""Indian"", ""Noodles""]",1.325456711,103.6787702,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZMAVRDUR8MYWE/hero/09d3e20c9bea49ce8f83f951dbc73d20_1601340464246131835.jpeg,4.0,"[1.325456711, 103.6787702]",3,2
34,San Seng,San Seng - Pioneer Crescent,"[""Mart"", ""Convenience"", ""Home and Hardware""]",1.3143204,103.6944905,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJTT3BDUCBAGT/hero/d81308cdd8494e21b2cd8c21f13434f5_1611549817619472075.jpg,,"[1.3143204, 103.6944905]",3,2
35,Boxgreen x Juicy,Boxgreen x Juicy - Kian Teck Road [Islandwide Delivery],"[""Beverages"", ""Snacks"", ""Mart""]",1.3287270516368632,103.68833426779982,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JGV3WCLJE2N6/hero/35a42e8a1734409cb071d84ecbe68dfe_1610707386632882539.jpeg,,"[1.3287270516368632, 103.68833426779982]",3,2
36,Frozendozen,Frozendozen - Ecotech-Sunview [Islandwide Delivery],"[""Groceries"", ""Mart"", ""Chicken"", ""Seafood"", ""Islandwide Delivery""]",1.31611035,103.6974996,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZKYSB5HNLJHEJ/hero/4d14fc34f0be4e2b8cccd7aa8189391a_1593623253478653932.png,5.0,"[1.31611035, 103.6974996]",3,2
37,The Nurturing Co. Pte. Ltd.,The Nurturing Co. Pte. Ltd. - Bambooloo,"[""Mart""]",1.3284351118991482,103.68834872669426,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2BUV6KZBFWYE6/hero/257e39b031d043f3af75a960962c0edd_1603245196208842205.jpeg,5.0,"[1.3284351118991482, 103.68834872669426]",3,2
38,JB Tai Pai Tong,JB Tai Pai Tong - West Connect,"[""Asian"", ""Chinese"", ""Islandwide Delivery""]",1.3132450000000002,103.70281449,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD06669/hero/75r-24bits-100kb-07bc90eede41d2343ec2e743e3c2de7d99cb7069c6297211dfe52a779e19c2e8-5a45dbd5c7d543e099fe828d07d0fced_1564394217704702191.jpeg,4.3,"[1.3132450000000002, 103.70281449]",3,2
39,Lai Kee Dim Sum,Lai Kee Dim Sum - West Connect Building,"[""Chinese"", ""Dim Sum""]",1.31325276,103.70288758857144,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYV2HF2GARMALN/hero/8058cd01643a4362a2928cfd41245fed_1566180526413170700.jpeg,4.4,"[1.31325276, 103.70288758857144]",3,2
40,De Shun,De Shun - West Connect Building,"[""Chinese""]",1.31311279968673,103.702414411045,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T3CXWZTUL1GA/hero/4df4ee8de1b8448680db1a4c3bede058_1621915276937483545.jpg,,"[1.31311279968673, 103.702414411045]",3,2
41,Kim San Leng Drinks & Snacks,Kim San Leng Drinks & Snacks - Buroh Street,"[""Beverages""]",1.31311279968673,103.702414411045,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T2GT5DCENANT/hero/b1c19b5a60e645f9afd494272cc726e3_1621857401538254623.jpeg,,"[1.31311279968673, 103.702414411045]",3,2
42,Chap He Diam,Chap He Diam - Soon Lee Road [Islandwide Delivery],"[""Alcohol"", ""Mart"", ""Islandwide Delivery""]",1.3321935,103.6989469361526,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYMJLB3JAFADC2/hero/737ccdc481bb4d7399cbd4478ed1b991_1560931430209418385.jpeg,4.8,"[1.3321935, 103.6989469361526]",3,2
43,Popeyes,Popeyes - Joo Koon,"[""Chicken"", ""Western"", ""Halal"", ""Fast Food""]",1.3272069,103.67886289032518,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD01911/hero/1cd2f6fc84cc41f3bbbf40e7087665b3_1622512509664336474.jpeg,4.3,"[1.3272069, 103.67886289032518]",3,2
44,Han's,Han's - Fairprice Hub,"[""Western"", ""Fusion"", ""Local""]",1.327157225,103.67885672857142,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDFTY5TSCL3CT/hero/a98c35c332a347589d59c20ef3df3281_1591685353679181672.jpeg,4.4,"[1.327157225, 103.67885672857142]",3,2
45,Banyan Ayam Penyet,Banyan Ayam Penyet - Fairprice Hub,"[""Asian"", ""Islandwide Delivery""]",1.3270785026197274,103.67883072699186,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD00330/hero/upload-photo-Hero_Photo_2a49ca894bb741f29d424770f9ce3d90_1554952638081567973.jpeg,4.3,"[1.3270785026197274, 103.67883072699186]",3,2
46,Domino's,Domino's - Joo Koon,"[""Western"", ""Fast Food"", ""Pizza"", ""Halal"", ""Chicken""]",1.325456711,103.6787702,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD09614/hero/e2d22dd2a29f483f989694fbc6c8cbdd_1620730384946053346.jpg,4.3,"[1.325456711, 103.6787702]",3,2
47,KNS Restaurant,KNS Restaurant - Jurong West Street 93,"[""Indian"", ""Local"", ""Noodles""]",1.3351346,103.695754175,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD08129/hero/dd5656523be140d4a393882d2596c386_1597486699292224777.jpeg,3.9,"[1.3351346, 103.695754175]",3,2
48,McDonald's,McDonald's - Fairprice Hub,"[""Chicken"", ""Fast Food"", ""Halal"", ""Burger""]",1.327233625849459,103.67888617515337,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD04947/hero/0f507f87250b4a4b94c8bfb4dd94ace2_1622082875450829192.jpeg,4.5,"[1.327233625849459, 103.67888617515337]",3,2
49,Jollibean,Jollibean - Fairprice Hub,"[""Local"", ""Healthy"", ""Breakfast & Brunch"", ""Snack""]",1.327161,103.67880791567543,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLXGEJYAEKXJ2/hero/1b645fbf640341659e4d841a605a091c_1578631813451305786.jpeg,4.0,"[1.327161, 103.67880791567543]",3,2
50,Crave,Crave - Fairprice Hub,"[""Chicken"", ""Local"", ""Nasi Lemak""]",1.3271992,103.6788711,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZM3UFUZAXBKNN/hero/70bb37fa9d924e9b828c8b02a1541441_1597990433007855886.jpeg,4.4,"[1.3271992, 103.6788711]",3,2
51,Sushi Express,Sushi Express - Fairprice Hub,"[""Japanese"", ""Sushi"", ""Asian"", ""Healthy""]",1.3272579954545456,103.67886775714284,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLXGEL1L7WGWA/hero/92e9f1caaa6040138e39a8a4042a70c6_1572187168000692196.png,4.3,"[1.3272579954545456, 103.67886775714284]",3,2
52,Burger King,Burger King - Fairprice Hub,"[""American"", ""Burger"", ""Halal""]",1.327195337878788,103.67885786,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY3TEGMJLJMFR6/hero/a6d3b098f9104c86ae988b883e73d9eb_1622520205837258947.jpeg,4.2,"[1.327195337878788, 103.67885786]",3,2
53,1983 Coffee & Toast,1983 Coffee & Toast - Fairprice Hub,"[""Breakfast"", ""Local"", ""Halal"", ""Beverages"", ""Same Prices In-Store""]",1.32713142,103.67880716250323,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZBHAY6HN7ATA2/hero/d882f68797b24aeab5ab1097f646006f_1582705791186541326.jpg,4.6,"[1.32713142, 103.67880716250323]",3,2
54,Zheng Wei Ren Sheng,Zheng Wei Ren Sheng - Pioneer Junction (MR3),"[""Chinese""]",1.33348,103.69771,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T1MBVDWA32AE/hero/9a5f9fa492664f4ab2a23a145b183a53_1621758644081739736.jpg,,"[1.33348, 103.69771]",3,2
55,Cheers (FairPrice Xpress),Cheers (FairPrice Xpress) - Fairprice Hub,"[""Mart"", ""Groceries"", ""Beverages"", ""Convenience""]",1.3272521666666668,103.67890302222224,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JDLJTEL3WUUA/hero/9f49ff8650674446828b5476c7d02359_1621875390398273642.jpg,5.0,"[1.3272521666666668, 103.67890302222224]",3,2
56,Dragon Seafood,Dragon Seafood - The Arena Country Club,"[""Local"", ""Seafood""]",1.32981647,103.6807649,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYV2NPNZJETUCA/hero/1146fd99439146e0a33979abd5061c17_1571889070144101719.jpeg,4.2,"[1.32981647, 103.6807649]",3,2
57,The Buddha Bowl,The Buddha Bowl - d'Arena,"[""Vegetarian"", ""Asian"", ""Vegan""]",1.3296372,103.6826557,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLTMATJHEL2V6/hero/upload-photo-Hero_Photo_eab8fef266814191addfc96a9bb57e50_1556079221705302688.jpeg,4.6,"[1.3296372, 103.6826557]",3,2
58,Cheers @ Esso,Cheers @ Esso - Pioneer,"[""Mart""]",1.313246,103.686997,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LCGNTUCTB3SE/hero/fb2203a7fbb94f9089c08183c090521c_1621875391128015298.jpg,5.0,"[1.313246, 103.686997]",3,2
59,Kindred Teas,Kindred Teas - Pioneer Junction,"[""Tea"", ""Mart"", ""Groceries""]",1.3335528000000003,103.69709559950536,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZCKL65ZSAVYLN/hero/dbf41a19d8a74fe8b281808ece158a13_1615977959359279395.jpeg,,"[1.3335528000000003, 103.69709559950536]",3,2
60,Xiang Wei Qing,Xiang Wei Qing - Pioneer Point,"[""Chinese"", ""Asian""]",1.3333548565217392,103.6984302,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYUCLYB1KFWCNE/hero/256f7901a48a4948adc3cd70e05df5d7_1562296454739260018.jpeg,3.9,"[1.3333548565217392, 103.6984302]",3,2
61,Hui Huang Roasted Delight,Hui Huang Roasted Delight - Pioneer Centre,"[""Chinese"", ""Asian""]",1.33240848,103.69691971,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYMJLB3TJ8KCJA/hero/3dd1df40ff6349a892d6f054963499f6_1563169241657752304.jpeg,4.1,"[1.33240848, 103.69691971]",3,2
